station_id,station_name,connection_type,charger_id,status,effect,tariffDefinition,latitude,longitude
Alti-Brotorvet,Alti Brotorvet,AC Type 2,BT8,AVAILABLE,22.0,"kr 4,29 per kWh",59.046011,9.694568
Alti-Brotorvet,Alti Brotorvet,AC Type 2,BT9,AVAILABLE,22.0,"kr 4,29 per kWh",59.046011,9.694568
Alti-Brotorvet,Alti Brotorvet,AC Type 2,BT10,AVAILABLE,22.0,"kr 4,29 per kWh",59.046011,9.694568
Alti-Brotorvet,Alti Brotorvet,AC Type 2,BT11,AVAILABLE,22.0,"kr 4,29 per kWh",59.046011,9.694568
Alti-Brotorvet,Alti Brotorvet,CHAdeMO,BT1-2,UNAVAILABLE,62.5,"kr 4,99/kWh. Over 80%: + kr 1/minutt",59.046011,9.694568
Alti-Brotorvet,Alti Brotorvet,CHAdeMO,BT2-2,AVAILABLE,62.5,"kr 4,99/kWh. Over 80%: + kr 1/minutt",59.046011,9.694568
Alti-Brotorvet,Alti Brotorvet,CHAdeMO,BT3-2,AVAILABLE,62.5,"kr 4,99/kWh. Over 80%: + kr 1/minutt",59.046011,9.694568
Alti-Futura,"Alti Futura, Kristiansund",CCS,AF1-1,AVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",CCS,AF1-3,UNAVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",CCS,AF2-1,UNAVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",CCS,AF2-3,AVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",CCS,AF3-1,AVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",CCS,AF3-3,OCCUPIED,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",CCS,AF4-1,AVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",CCS,AF4-3,AVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",CCS,AF5-1,AVAILABLE,115.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",CCS,AF5-2,AVAILABLE,115.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",CCS,AF6-1,OCCUPIED,115.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",CCS,AF6-2,AVAILABLE,115.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",AC Type 2,AF10,OCCUPIED,22.0,"kr 4,29/kWh",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",AC Type 2,AF11,AVAILABLE,22.0,"kr 4,29/kWh",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",AC Type 2,AF12,AVAILABLE,22.0,"kr 4,29/kWh",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",AC Type 2,AF13,AVAILABLE,22.0,"kr 4,29/kWh",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",AC Type 2,AF14,AVAILABLE,22.0,"kr 4,29/kWh",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",AC Type 2,AF15,AVAILABLE,22.0,"kr 4,29/kWh",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",AC Type 2,AF16,AVAILABLE,22.0,"kr 4,29/kWh",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",AC Type 2,AF17,AVAILABLE,22.0,"kr 4,29/kWh",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",CHAdeMO,AF1-2,OCCUPIED,62.5,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",CHAdeMO,AF2-2,UNAVAILABLE,62.5,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",CHAdeMO,AF3-2,UNAVAILABLE,62.5,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.110681,7.779991
Alti-Futura,"Alti Futura, Kristiansund",CHAdeMO,AF4-2,AVAILABLE,62.5,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.110681,7.779991
B9KADFELASW74,Alti Førde,CCS,ALF1,AVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",61.453011,5.851308
B9KADFELASW74,Alti Førde,CCS,ALF2,AVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",61.453011,5.851308
B9KADFELASW74,Alti Førde,CCS,ALF3,AVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",61.453011,5.851308
B9KADFELASW74,Alti Førde,CCS,ALF4,AVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",61.453011,5.851308
B9KADFELASW74,Alti Førde,CCS,ALF5,FAULTED,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",61.453011,5.851308
B9KADFELASW74,Alti Førde,CCS,ALF6,OCCUPIED,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",61.453011,5.851308
B85C94RD1TWQO,Alti Heim,CCS,HK5-1,AVAILABLE,180.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.293651,9.082761
B85C94RD1TWQO,Alti Heim,CCS,HK5-2,AVAILABLE,180.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.293651,9.082761
B85C94RD1TWQO,Alti Heim,CCS,HK6-1,AVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.293651,9.082761
B85C94RD1TWQO,Alti Heim,CCS,HK6-3,OCCUPIED,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.293651,9.082761
B85C94RD1TWQO,Alti Heim,CCS,HK7-1,AVAILABLE,180.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.293651,9.082761
B85C94RD1TWQO,Alti Heim,CCS,HK7-2,AVAILABLE,180.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.293651,9.082761
B85C94RD1TWQO,Alti Heim,CCS,HK8-1,OCCUPIED,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.293651,9.082761
B85C94RD1TWQO,Alti Heim,CCS,HK8-3,AVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.293651,9.082761
B85C94RD1TWQO,Alti Heim,AC Type 2,HK1,AVAILABLE,22.0,"kr 4,29/kWh",63.293651,9.082761
B85C94RD1TWQO,Alti Heim,AC Type 2,HK2,AVAILABLE,22.0,"kr 4,29/kWh",63.293651,9.082761
B85C94RD1TWQO,Alti Heim,AC Type 2,HK3,AVAILABLE,22.0,"kr 4,29/kWh",63.293651,9.082761
B85C94RD1TWQO,Alti Heim,AC Type 2,HK4,AVAILABLE,22.0,"kr 4,29/kWh",63.293651,9.082761
B85C94RD1TWQO,Alti Heim,CHAdeMO,HK6-2,UNAVAILABLE,62.5,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.293651,9.082761
B85C94RD1TWQO,Alti Heim,CHAdeMO,HK8-2,AVAILABLE,62.5,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.293651,9.082761
B89PIFW62O000,Alti Kragerø,CCS,KR1-1,AVAILABLE,200.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",58.894463,9.283122
B89PIFW62O000,Alti Kragerø,CCS,KR1-3,AVAILABLE,200.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",58.894463,9.283122
B89PIFW62O000,Alti Kragerø,CCS,KR2-1,AVAILABLE,180.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",58.894463,9.283122
B89PIFW62O000,Alti Kragerø,CCS,KR2-2,AVAILABLE,180.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",58.894463,9.283122
B89PIFW62O000,Alti Kragerø,CCS,KR3-1,AVAILABLE,180.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",58.894463,9.283122
B89PIFW62O000,Alti Kragerø,CCS,KR3-2,AVAILABLE,180.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",58.894463,9.283122
B89PIFW62O000,Alti Kragerø,CCS,KR4-1,AVAILABLE,180.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",58.894463,9.283122
B89PIFW62O000,Alti Kragerø,CCS,KR4-2,AVAILABLE,180.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",58.894463,9.283122
B89PIFW62O000,Alti Kragerø,CHAdeMO,KR1-2,AVAILABLE,62.5,"kr 4,99/kWh. Over 80%: + kr 1/minutt",58.894463,9.283122
B97SNJ7FVYM80,Alti Lyngdal,CCS,LD5,OCCUPIED,240.0,"kr 5,99/kWh. Over 80%: + kr 1/minutt",58.155522,7.100158
B97SNJ7FVYM80,Alti Lyngdal,CCS,LD6,AVAILABLE,240.0,"kr 5,99/kWh. Over 80%: + kr 1/minutt",58.155522,7.100158
B97SNJ7FVYM80,Alti Lyngdal,CCS,LD7,AVAILABLE,240.0,"kr 5,99/kWh. Over 80%: + kr 1/minutt",58.155522,7.100158
B97SNJ7FVYM80,Alti Lyngdal,CCS,LD8-2,AVAILABLE,240.0,"kr 5,99/kWh. Over 80%: + kr 1/minutt",58.155522,7.100158
B97SNJ7FVYM80,Alti Lyngdal,CCS,LD1-2,AVAILABLE,240.0,"kr 5,99/kWh. Over 80%: + kr 1/minutt",58.155522,7.100158
B97SNJ7FVYM80,Alti Lyngdal,CCS,LD2,AVAILABLE,240.0,"kr 5,99/kWh. Over 80%: + kr 1/minutt",58.155522,7.100158
B97SNJ7FVYM80,Alti Lyngdal,CCS,LD3,AVAILABLE,240.0,"kr 5,99/kWh. Over 80%: + kr 1/minutt",58.155522,7.100158
B97SNJ7FVYM80,Alti Lyngdal,CCS,LD4,AVAILABLE,240.0,"kr 5,99/kWh. Over 80%: + kr 1/minutt",58.155522,7.100158
B97SNJ7FVYM80,Alti Lyngdal,CHAdeMO,LD8-1,AVAILABLE,50.0,"kr 5,99/kWh. Over 80%: + kr 1/minutt",58.155522,7.100158
B97SNJ7FVYM80,Alti Lyngdal,CHAdeMO,LD1-1,AVAILABLE,50.0,"kr 5,99/kWh. Over 80%: + kr 1/minutt",58.155522,7.100158
B7V0FSHHQSZCW,Alti Magneten,CCS,ML1-1,OCCUPIED,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.7336,11.282739
B7V0FSHHQSZCW,Alti Magneten,CCS,ML1-3,AVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.7336,11.282739
B7V0FSHHQSZCW,Alti Magneten,CCS,ML2-1,UNAVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.7336,11.282739
B7V0FSHHQSZCW,Alti Magneten,CCS,ML2-3,AVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.7336,11.282739
B7V0FSHHQSZCW,Alti Magneten,CCS,ML3-1,AVAILABLE,180.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.7336,11.282739
B7V0FSHHQSZCW,Alti Magneten,CCS,ML3-2,AVAILABLE,180.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.7336,11.282739
B7V0FSHHQSZCW,Alti Magneten,CCS,ML4-1,AVAILABLE,180.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.7336,11.282739
B7V0FSHHQSZCW,Alti Magneten,CCS,ML4-2,AVAILABLE,180.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.7336,11.282739
B7V0FSHHQSZCW,Alti Magneten,CCS,ML5-1,AVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.7336,11.282739
B7V0FSHHQSZCW,Alti Magneten,CCS,ML5-3,AVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.7336,11.282739
B7V0FSHHQSZCW,Alti Magneten,CCS,ML6-1,AVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.7336,11.282739
B7V0FSHHQSZCW,Alti Magneten,CCS,ML6-3,AVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.7336,11.282739
B7V0FSHHQSZCW,Alti Magneten,CHAdeMO,ML1-2,UNAVAILABLE,62.5,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.7336,11.282739
B7V0FSHHQSZCW,Alti Magneten,CHAdeMO,ML1-4,AVAILABLE,62.5,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.7336,11.282739
B7V0FSHHQSZCW,Alti Magneten,CHAdeMO,ML2-2,OCCUPIED,62.5,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.7336,11.282739
B7V0FSHHQSZCW,Alti Magneten,CHAdeMO,ML2-4,AVAILABLE,62.5,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.7336,11.282739
B7V0FSHHQSZCW,Alti Magneten,CHAdeMO,ML5-2,AVAILABLE,62.5,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.7336,11.282739
B7V0FSHHQSZCW,Alti Magneten,CHAdeMO,ML5-4,AVAILABLE,62.5,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.7336,11.282739
B7V0FSHHQSZCW,Alti Magneten,CHAdeMO,ML6-2,AVAILABLE,62.5,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.7336,11.282739
B7V0FSHHQSZCW,Alti Magneten,CHAdeMO,ML6-4,AVAILABLE,62.5,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",63.7336,11.282739
Alti-Mandal,Alti Mandal,CCS,AM1-1,AVAILABLE,50.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",58.028529,7.461679
Alti-Mandal,Alti Mandal,CCS,AM2-2,AVAILABLE,50.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",58.028529,7.461679
Alti-Mandal,Alti Mandal,CCS,AM3-2,AVAILABLE,50.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",58.028529,7.461679
Alti-Mandal,Alti Mandal,AC Type 2,AM2-1,AVAILABLE,22.0,"kr 4,29 per kWh",58.028529,7.461679
Alti-Mandal,Alti Mandal,AC Type 2,AM3-1,AVAILABLE,22.0,"kr 4,29 per kWh",58.028529,7.461679
Alti-Mandal,Alti Mandal,CHAdeMO,AM1-2,AVAILABLE,50.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",58.028529,7.461679
Alti-Mandal,Alti Mandal,CHAdeMO,AM2-3,AVAILABLE,50.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",58.028529,7.461679
B8D1UT4R90OAO,Alti Nerstranda,CCS,ATR1-1,OCCUPIED,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",69.64651,18.953944
B8D1UT4R90OAO,Alti Nerstranda,CCS,ATR1-3,AVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",69.64651,18.953944
B8D1UT4R90OAO,Alti Nerstranda,CCS,ATR2-1,AVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",69.64651,18.953944
B8D1UT4R90OAO,Alti Nerstranda,CCS,ATR2-3,UNAVAILABLE,200.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",69.64651,18.953944
B8D1UT4R90OAO,Alti Nerstranda,CCS,ATR3-1,AVAILABLE,180.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",69.64651,18.953944
B8D1UT4R90OAO,Alti Nerstranda,CCS,ATR3-2,AVAILABLE,180.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",69.64651,18.953944
B8D1UT4R90OAO,Alti Nerstranda,CCS,ATR4-1,AVAILABLE,180.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",69.64651,18.953944
B8D1UT4R90OAO,Alti Nerstranda,CCS,ATR4-2,AVAILABLE,180.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",69.64651,18.953944
B8D1UT4R90OAO,Alti Nerstranda,AC Type 2,ATR60,AVAILABLE,22.0,"kr 4,29/kWh",69.64651,18.953944
B8D1UT4R90OAO,Alti Nerstranda,AC Type 2,ATR61,AVAILABLE,22.0,"kr 4,29/kWh",69.64651,18.953944
B8D1UT4R90OAO,Alti Nerstranda,CHAdeMO,ATR1-2,AVAILABLE,62.5,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",69.64651,18.953944
B8D1UT4R90OAO,Alti Nerstranda,CHAdeMO,ATR2-2,OCCUPIED,62.5,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",69.64651,18.953944
Alti-Nordbyen,Alti Nordbyen,CCS,ALA1-1,AVAILABLE,360.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",59.068016,10.045077
Alti-Nordbyen,Alti Nordbyen,CCS,ALA1-2,AVAILABLE,360.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",59.068016,10.045077
Alti-Nordbyen,Alti Nordbyen,CCS,ALA2-1,AVAILABLE,360.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",59.068016,10.045077
Alti-Nordbyen,Alti Nordbyen,CCS,ALA2-2,AVAILABLE,360.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",59.068016,10.045077
Alti-Nordbyen,Alti Nordbyen,CCS,ALA3-1,OCCUPIED,200.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",59.068016,10.045077
Alti-Nordbyen,Alti Nordbyen,CCS,ALA3-3,AVAILABLE,200.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",59.068016,10.045077
Alti-Nordbyen,Alti Nordbyen,CCS,ALA4-1,AVAILABLE,200.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",59.068016,10.045077
Alti-Nordbyen,Alti Nordbyen,CCS,ALA4-3,AVAILABLE,200.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",59.068016,10.045077
Alti-Nordbyen,Alti Nordbyen,CCS,ALA5-1,OCCUPIED,360.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",59.068016,10.045077
Alti-Nordbyen,Alti Nordbyen,CCS,ALA5-2,AVAILABLE,360.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",59.068016,10.045077
Alti-Nordbyen,Alti Nordbyen,CCS,ALA6-1,AVAILABLE,360.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",59.068016,10.045077
Alti-Nordbyen,Alti Nordbyen,CCS,ALA6-2,AVAILABLE,360.0,"kr 4,99/kWh. Over 80%: + kr 1/minutt",59.068016,10.045077
Alti-Nordbyen,Alti Nordbyen,AC Type 2,ALA60,AVAILABLE,22.0,"kr 4,29 per kWh",59.068016,10.045077
Alti-Nordbyen,Alti Nordbyen,AC Type 2,ALA61,AVAILABLE,22.0,"kr 4,29 per kWh",59.068016,10.045077
Alti-Nordbyen,Alti Nordbyen,CHAdeMO,ALA3-2,AVAILABLE,62.5,"kr 4,99/kWh. Over 80%: + kr 1/minutt",59.068016,10.045077
Alti-Nordbyen,Alti Nordbyen,CHAdeMO,ALA4-2,AVAILABLE,62.5,"kr 4,99/kWh. Over 80%: + kr 1/minutt",59.068016,10.045077
Alti-Nordfjord,Alti Nordfjord,CCS,AN2-1,OCCUPIED,300.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",61.908937,5.985502
Alti-Nordfjord,Alti Nordfjord,CCS,AN2-3,AVAILABLE,300.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",61.908937,5.985502
Alti-Nordfjord,Alti Nordfjord,CCS,AN3-1,AVAILABLE,360.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",61.908937,5.985502
Alti-Nordfjord,Alti Nordfjord,CCS,AN3-2,AVAILABLE,360.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",61.908937,5.985502
Alti-Nordfjord,Alti Nordfjord,CCS,AN5-1,AVAILABLE,180.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",61.908937,5.985502
Alti-Nordfjord,Alti Nordfjord,CCS,AN5-2,AVAILABLE,180.0,"kr 4,99 / kWh. Over 80%: + kr 1/minutt ",61.908937,5.985502
Alti-Nordfjord,Alti Nordfjord,AC Type 2,AN1,AVAILABLE,22.0,"kr 4,29/kWh",61.908937,5.985502
Alti-Nordfjord,Alti Nordfjord,AC Type 2,AN4,AVAILABLE,22.0,"kr 4,29/kWh",61.908937,5.985502
